ID_CURSO_INFORME_NK,ID_CURSO_MATRICULA_NK,ID_PERSONA_NIP_NK,ID_CENTRO_NK,ID_PLAN_ESTUDIO_NK,ID_EXPEDIENTE_ACADEMICO_NK,ID_DEDICACION_ALUMNO_NK,FLG_NUEVO_INGRESO,FLG_EN_PROGRAMA_MOVILIDAD,FECHA_LECTURA_TESIS,SN_COTUTELA_TESIS,SN_MENCION_INTERNAC_TESIS,FECHA_MATRICULA,ID_ASIGNATURA_NK,CALIFICACION,FLG_SUPERADA,FLG_PRESENTADA,FLG_RECONOCIDA,FLG_TRANSFERIDA,FLG_SUSPENDIDA,FECHA_CALIFICACION,ID_PROFESOR_NIP_NK,ID_DEDICACION_PROFESOR_NK,FLG_TUTOR,FLG_DIRECTOR,FECHA_REFERENCIA,ID_CURSO_INFORME,ID_CURSO_MATRICULA,ID_ALUMNO,SEXO_ALUMNO,ID_PAIS_NACIONALIDAD_ALUMNO,ID_DEDICACION_ALUMNO,ID_PROFESOR,SEXO_PROFESOR,ID_PAIS_NACIONALIDAD_PROF,ID_PLAN_ESTUDIO,ID_ESTUDIO,ID_RAMA_CONOCIMIENTO,ID_ASIGNATURA,ID_TIPO_ASIGNATURA,ID_CALIFICACION,FLG_SEXENIO_VIVO,ID_DEDICACION_PROFESOR,ID_FECHA_CARGA,ID_CENTRO,SN_NUEVO_INGRESO,SN_EN_PROGRAMA_MOVILIDAD,SN_TUTOR,SN_DIRECTOR,NUM_SEXENIOS,FLG_TIEMPO_PARCIAL,ID_PAIS_NACIONALIDAD_ALUMNO_NK,FLG_EXTRANJERO,ID_FECHA_LECTURA_TESIS,ID_FECHA_MATRICULA,FLG_PROFESOR,FLG_TESIS_LEIDA,NUM_DIRECTORES_TESIS,ID_ESTUDIO_NK,ID_TIPO_BECA_NK,ID_TIPO_BECA,ID_TIPO_CONTRATO_NK,FLG_PROFESOR_UZ,FLG_PROFESOR_TIEMPO_COMPLETO,FLG_COTUTELA_TESIS,FLG_MENCION_INTERNAC_TESIS,FLG_BECADO,SN_TESIS_LEIDA,FLG_ABANDONO,SN_ABANDONO,FLG_ABANDONO_DENOMINADOR,DURACION_NETA_TESIS,FLG_TESIS_CUM_LAUDE,SN_PROFESOR_UZ,ID_SITUACION_ADVA,TOT_ARTICULOS_INDEX_UZ,NUMERO_ALU_ENCUESTA_GLOBAL_0,SN_MENCION_INDUSTRIAL,FLG_COMPENDIO_PUBLICACIONES,NUM_ART_IDX_ANO_SIG_UZ,TOT_ARTICULOS_NO_INDEX_PLAN,NUM_ART_NO_IDX_ANO_SIG_UZ,FECHA_RECON_SEXENIO_ESTATAL,ID_PROYECTO_INVESTIGACION,ID_UNIVERSIDAD_ORIGEN,FECHA_RECON_SEXENIO_AUTONOMICO,NUM_QUINQUENIOS,FLG_MENCION_INDUSTRIAL,ID_CATEGORIA_CUERPO_ESCALA,NUM_ART_NO_IDX_ANO_CURSO_RAMA,FECHA_CARGA,NUM_ART_IDX_ANO_SIG_RAMA,NUM_SEXENIO_ESTATAL,FLG_SEXENIO_VIVO_CNEAI,ID_UNIVERSIDAD_ORIGEN_NK,NUMERO_PROF_ENCUESTA_GLOBAL_2,NUM_SEXENIO_AUTONOMICO,FECHA_DEPOSITO_TESIS,TOT_ARTICULOS_NO_INDEX_UZ,NUMERO_ALU_ENCUESTA_GLOBAL_2,NUMERO_ALU_ENCUESTA_GLOBAL_5,NUMERO_PROF_ENCUESTA_GLOBAL_4,TOT_ARTICULOS_INDEX_PLAN,FLG_SEXENIO_VIVO_ESTATAL,SN_COMPENDIO_PUBLICACIONES,NUMERO_PROF_ENCUESTA_GLOBAL_3,NUM_ART_NO_IDX_ANO_SIG_PLAN,FLG_SEXENIO_VIVO_AUTONOMICO,NUM_ART_IDX_ANO_CURSO_PLAN,AMBITO_PROYECTO,ID_SEXO_PROFESOR,NUM_ART_NO_IDX_ANO_CURSO_PLAN,TOT_ARTICULOS_INDEX_RAMA,NUM_ART_IDX_ANO_CURSO_RAMA,SN_PRORROGA_1,ID_SEXO_ALUMNO,FLG_OTRA_UNIVERSIDAD_DENOM,AUT_AMPLIACION_TESIS,DIAS_BAJA,NUMERO_ALU_ENCUESTA_GLOBAL_4,ID_CATEGORIA_CUERPO_ESCALA_NK,NUM_REGS_TESIS,ID_PROYECTO_INVESTIGACION_NK,NUMERO_ALU_ENCUESTA_GLOBAL_3,NUM_ART_NO_IDX_ANO_CURSO_UZ,NUM_ART_NO_IDX_ANO_SIG_RAMA,FECHA_INSCRI_SOLICITUD_TESIS,FECHA_RECON_SEXENIO_CNEAI,DURACION_BRUTA_TESIS,NUMERO_PROF_ENCUESTA_GLOBAL_1,SN_PRORROGA_2,NUM_SEXENIOS_TRANSF,FLG_OTRA_UNIVERSIDAD,NUMERO_ALU_ENCUESTA_GLOBAL_1,TOT_ARTICULOS_NO_INDEX_RAMA,NUMERO_PROF_ENCUESTA_GLOBAL_0,NUMERO_PROF_ENCUESTA_GLOBAL_5,NUM_ART_IDX_ANO_SIG_PLAN,NUM_SEXENIO_CNEAI,NUM_ART_IDX_ANO_CURSO_UZ,ID_SITUACION_ADVA_NK
2020,2018,67447155,2000,10016,1000169,TC,1,1,,S,S,2018-03-22,269,AP,1,1,1,1,0,2021-11-11,97077009,OT,0,1,2025-06-03,20200,20180,26,H,13,1,94,M,7,16,22,1,269,5,3,0,5,20250603,20,S,S,N,S,1,1,MCO,1,0,20180322,1,0,2,2200,FP,11,CTR003273,1,1,1,1,1,N,1,S,1,0.0,1,S,8,207,15,N,1,41,37,947,2022-11-24,309,788,2022-01-02,36,0,88,446,2023-11-07,304,360,0,820,461,647,2023-07-14,747,635,463,847,794,0,S,602,280,0,282,Ad nisi.,802,157,736,703,S,646,0,278,725,156,Ex.,960,Maiores labore dolorem autem harum.,43,428,739,2021-09-26,2021-09-15,235,111,S,813,0,336,354,643,342,979,828,99,COM
2015,2024,89133246,1500,10035,1000170,PH,0,1,,S,N,2021-06-12,439,CO,0,0,0,0,0,,73504237,TC,0,0,2025-06-03,20150,20240,48,H,32,3,63,H,82,35,38,15,439,5,7,0,1,20250603,15,N,S,N,N,1,0,THA,1,0,20210612,1,0,3,3800,MC,84,CTR017150,1,1,1,0,0,N,0,N,0,0.0,1,S,10,126,926,N,0,425,220,102,2020-10-12,451,684,2022-07-15,177,1,968,142,2022-02-03,15,398,1,657,919,360,2022-10-12,846,124,936,747,639,1,N,215,518,1,200,Nisi dicta.,55,163,441,97,S,838,1,488,905,672,Iste.,676,Unde beatae mollitia rerum quis adipisci quae.,793,952,56,2023-07-05,2021-03-09,234,797,N,490,1,225,199,764,309,466,845,360,BAJ
2017,2020,67845324,400,10022,1000171,TP,0,0,,N,S,2020-01-02,294,AN,0,0,1,0,0,,27133023,VI,0,0,2025-06-03,20170,20200,64,H,40,2,65,M,70,22,41,12,294,8,10,1,4,20250603,4,N,N,N,N,3,0,TUV,1,0,20200102,1,0,3,4100,PR,126,CTR046746,1,1,0,1,1,N,0,N,0,0.0,0,S,2,721,969,N,0,213,227,69,2021-04-09,901,446,2023-06-30,618,1,376,26,2021-01-20,799,235,0,677,19,325,2020-02-25,159,509,917,849,60,0,S,555,408,1,414,Voluptatem.,243,916,424,637,N,746,0,321,582,922,Rem.,117,Perspiciatis vitae reprehenderit.,714,28,112,2023-08-18,2023-09-09,416,180,N,761,1,492,282,311,550,743,219,20,EXC
2017,2012,12205980,100,10022,1000172,SD,0,1,,N,N,2023-11-02,483,AP,1,1,0,0,0,2021-03-24,89133246,VI,0,1,2025-06-03,20170,20120,79,H,43,5,48,H,60,22,31,1,483,8,3,1,4,20250603,1,N,S,N,S,4,1,TWN,1,0,20231102,1,0,1,3100,IN,127,CTR035497,1,1,0,0,0,N,0,N,0,0.0,1,S,10,865,751,N,1,705,853,368,2020-11-07,544,804,2023-09-18,714,1,677,515,2022-01-10,798,350,0,747,224,123,2022-05-09,245,566,478,19,266,0,N,941,128,1,551,Porro amet.,895,455,534,453,S,694,0,220,334,519,Sit.,742,Quaerat velit odit quis deleniti quisquam.,787,507,362,2023-10-30,2022-05-07,300,406,N,12,0,957,674,24,877,251,985,475,BAJ
2014,2013,44039203,2000,10094,1000173,SD,1,0,,N,S,2022-04-22,94,SB,1,1,0,0,0,2021-09-02,59959826,TC,1,0,2025-06-03,20140,20130,70,H,55,5,5,M,35,94,17,7,94,10,5,1,1,20250603,20,S,N,S,N,6,1,SMR,1,0,20220422,1,0,2,1700,AU,25,CTR046062,1,0,0,1,0,N,1,S,1,0.0,1,S,10,988,853,S,1,423,949,389,2021-05-07,223,594,2021-11-05,461,1,629,597,2022-05-29,551,314,0,185,703,659,2022-10-23,64,426,568,592,295,1,S,544,701,1,874,Accusamus.,549,666,493,474,S,468,1,684,649,341,Cum.,34,At nesciunt blanditiis nobis.,736,600,171,2022-01-21,2021-03-23,153,135,S,8,1,265,902,100,392,575,712,917,BAJ
2015,2011,15759274,700,10057,1000174,TP,0,1,,S,S,2021-04-17,32,CO,0,0,1,0,0,2022-12-23,91313946,TC,0,1,2025-06-03,20150,20110,30,M,95,2,51,H,92,57,36,9,32,4,7,1,1,20250603,7,N,S,N,S,2,0,NLD,1,0,20210417,1,0,1,3600,PD,133,CTR001826,1,1,1,1,1,N,1,S,1,0.0,1,S,8,437,277,N,1,906,267,672,2023-03-23,391,907,2021-01-02,432,1,166,858,2023-07-09,583,67,1,372,287,523,2020-10-21,489,138,742,544,623,0,N,683,440,1,232,Odio libero.,467,612,774,575,N,857,1,982,714,340,Quas.,841,Fugiat deleniti ipsa occaecati adipisci.,484,343,352,2021-08-09,2023-05-28,779,659,S,232,1,568,176,508,412,952,790,726,COM
2013,2019,34152669,4900,10047,1000175,PH,1,0,2022-01-07,S,S,2022-08-25,380,NP,0,0,1,1,0,,48258264,VI,1,1,2025-06-03,20130,20190,97,M,70,3,15,M,32,47,33,1,380,6,1,1,4,20250603,49,S,N,S,S,5,1,BRN,1,20220107,20220825,1,1,3,3300,AU,25,CTR023911,1,1,1,1,1,S,0,N,0,1309.0,0,S,1,454,677,N,1,932,94,787,2021-01-23,489,9,2022-03-10,492,0,614,438,2023-10-13,962,222,1,425,286,9,2020-03-09,501,513,138,691,582,0,N,917,409,1,884,At ex.,319,43,637,854,N,46,0,426,286,965,Quis.,846,Repellendus modi nisi possimus.,30,424,968,2021-05-26,2020-12-05,834,741,N,173,0,807,164,813,121,571,53,565,ACT
2020,2016,89628735,3100,10082,1000176,SD,0,1,2022-11-28,S,S,2023-11-26,177,RE,0,0,1,0,0,2021-02-28,12205980,TP,0,0,2025-06-03,20200,20160,19,H,93,5,79,H,27,82,36,15,177,8,9,1,2,20250603,31,N,S,N,N,1,0,CHL,1,20221128,20231126,1,1,2,3600,AU,145,CTR029465,1,1,1,1,1,S,1,S,1,946.0,1,S,5,113,663,S,1,435,821,551,2023-02-14,989,30,2020-12-05,629,1,663,838,2021-11-25,318,846,1,11,950,761,2022-11-11,939,248,769,632,689,0,S,155,199,1,586,Odio.,172,956,462,902,S,523,0,259,695,808,Quia.,957,Recusandae nostrum fugit aliquid alias.,217,45,330,2022-11-26,2020-04-21,766,394,S,127,0,60,916,832,187,212,68,39,EXCFC
2017,2010,8338186,600,10030,1000177,SD,0,1,,S,S,2019-06-10,44,NT,1,1,1,0,0,2022-08-26,92649206,OT,0,0,2025-06-03,20170,20100,18,H,45,5,29,H,84,30,41,9,44,1,4,0,5,20250603,6,N,S,N,N,0,1,NOR,1,0,20190610,1,0,1,4100,IN,67,CTR055827,1,0,1,1,1,N,0,N,0,0.0,0,S,8,816,241,S,1,618,69,624,2020-07-28,202,433,2023-12-02,291,0,234,975,2020-10-21,773,198,1,873,312,49,2023-12-06,941,705,133,166,62,0,N,497,984,0,46,Architecto.,167,430,179,743,S,828,0,996,130,408,Ex.,142,Minus ipsam totam magni id. Nam sunt nesciunt at.,104,117,485,2022-06-21,2022-10-26,840,681,S,559,0,94,286,425,887,128,89,598,COM
2012,2018,1534878,2800,10005,1000178,TP,0,1,,S,N,2022-03-24,306,SS,0,1,1,0,1,2023-09-13,8338186,TP,0,0,2025-06-03,20120,20180,12,H,29,2,18,H,80,5,33,9,306,7,2,0,2,20250603,28,N,S,N,N,3,0,ZWE,1,0,20220324,1,0,2,3300,PD,73,CTR061572,1,0,1,0,0,N,0,N,0,0.0,0,S,4,127,590,S,0,941,892,223,2020-11-01,970,302,2021-04-09,172,0,121,335,2022-07-09,218,37,1,104,3,543,2022-10-30,275,643,764,206,794,0,S,761,871,0,828,Velit dolore.,81,309,924,541,N,785,0,360,298,290,Sint.,681,Soluta blanditiis et laudantium commodi.,281,20,574,2020-04-08,2020-10-29,247,351,N,222,0,762,124,291,646,656,358,105,EXCS
2016,2024,59959826,3900,10085,1000179,SD,1,0,2020-11-03,N,N,2020-03-24,412,SB,1,1,0,0,0,,96223100,TC,0,0,2025-06-03,20160,20240,5,M,81,5,76,H,100,85,11,9,412,4,5,1,1,20250603,39,S,N,N,N,1,1,EGY,1,20201103,20200324,1,1,2,1100,MC,64,CTR061487,1,0,0,0,1,S,1,S,1,1409.0,0,S,8,414,269,N,1,466,273,442,2023-12-02,524,283,2023-12-13,466,0,415,880,2023-04-12,790,854,0,383,735,799,2021-08-05,74,299,371,616,223,0,S,522,960,1,960,Veritatis.,528,164,264,154,S,75,0,505,36,137,Quis.,241,Commodi neque harum dicta possimus eaque.,549,83,563,2020-01-08,2020-10-11,446,266,N,642,0,679,405,191,384,68,30,269,COM
2022,2016,29410942,100,10071,1000180,PH,1,0,2023-05-17,N,S,2022-02-07,323,SB,1,1,1,1,0,2023-01-21,35105069,VI,1,1,2025-06-03,20220,20160,36,M,22,3,13,M,55,71,26,2,323,2,5,0,4,20250603,1,S,N,S,S,5,0,FIN,1,20230517,20220207,1,1,3,2600,FP,61,CTR030046,1,1,0,1,0,S,0,N,0,1097.0,1,S,1,66,163,S,1,486,317,98,2022-12-06,311,850,2020-06-02,290,0,857,169,2022-11-01,169,120,0,697,63,902,2021-01-24,523,111,122,124,599,0,S,371,153,0,4,Accusantium.,934,117,754,579,N,355,1,728,524,329,Fuga.,751,Dicta eius iusto veritatis qui velit commodi.,516,350,204,2022-08-15,2023-03-10,455,424,S,775,1,795,77,399,539,518,319,955,ACT
2021,2023,916723,1500,10043,1000181,TC,0,0,2020-03-15,S,S,2021-05-14,157,SB,1,1,1,0,0,2020-06-17,31611127,TP,1,0,2025-06-03,20210,20230,1,H,72,1,4,H,23,43,19,12,157,6,5,0,2,20250603,15,N,N,S,N,1,1,GNB,1,20200315,20210514,1,1,1,1900,FI,52,CTR057871,1,0,1,1,0,S,0,N,0,1321.0,0,S,2,413,871,S,0,45,485,657,2022-04-18,419,605,2023-07-09,212,1,475,267,2021-10-31,327,303,0,754,28,607,2020-12-18,592,883,680,927,487,0,S,681,426,1,514,Odio quis.,410,479,547,415,S,249,1,33,556,647,Ad.,86,Doloremque inventore quam quis.,919,530,241,2020-08-10,2020-09-21,735,822,N,39,0,452,310,677,834,6,586,988,EXC
2017,2012,82493631,1200,10090,1000182,TC,0,0,2022-04-24,S,N,2022-09-20,295,AN,0,0,1,1,0,,81300905,TC,0,0,2025-06-03,20170,20120,34,M,21,1,41,H,88,90,37,14,295,6,10,0,1,20250603,12,N,N,N,N,4,0,VNM,1,20220424,20220920,1,1,3,3700,PR,46,CTR090437,1,1,1,0,0,S,0,N,0,881.0,1,S,3,698,307,S,1,159,60,317,2022-01-03,503,769,2022-10-14,861,1,735,651,2022-03-31,370,820,0,572,576,765,2021-09-12,872,568,184,360,57,1,N,47,789,1,290,Praesentium.,894,708,155,409,S,209,1,775,751,872,Hic.,833,Suscipit ea ex distinctio dignissimos dolorum.,457,155,543,2021-07-30,2022-05-23,110,180,S,420,1,472,535,454,316,882,541,925,EXCF
2023,2016,89133246,4000,10069,1000183,TP,0,1,2022-08-10,S,S,2021-01-28,97,SB,1,1,0,0,0,,77619624,TC,0,0,2025-06-03,20230,20160,48,H,79,2,100,H,75,69,19,13,97,7,5,1,1,20250603,40,N,S,N,N,0,1,NAM,1,20220810,20210128,1,1,2,1900,PR,116,CTR015358,1,1,1,1,0,S,0,N,0,1394.0,1,S,8,449,386,S,0,905,784,768,2020-05-28,625,267,2020-09-12,800,0,866,752,2023-01-30,855,284,1,958,311,819,2020-02-13,806,630,248,730,550,0,N,988,591,1,198,Atque a.,163,231,295,218,N,975,1,189,263,914,Fuga.,560,Dolore nesciunt qui dicta aut.,554,92,517,2021-11-20,2022-11-24,302,468,S,504,0,49,793,529,378,323,368,860,COM
2014,2018,55757342,3100,10039,1000184,PH,1,1,,S,N,2019-03-03,217,AN,0,0,0,1,0,,29641883,TC,1,0,2025-06-03,20140,20180,86,H,10,3,35,H,45,39,16,4,217,1,10,1,1,20250603,31,S,S,S,N,0,0,VCT,1,0,20190303,1,0,2,1600,PD,93,CTR039418,1,0,1,0,0,N,0,N,0,0.0,0,S,2,266,61,N,1,193,886,788,2022-03-16,982,300,2023-05-10,549,1,472,628,2021-11-29,72,572,0,633,406,256,2022-04-08,790,669,833,757,259,0,N,154,864,1,712,Modi ea.,397,510,864,958,S,952,0,654,900,407,Quae.,587,Doloremque placeat at odit autem omnis odit.,427,673,507,2022-07-19,2020-03-24,556,539,N,9,0,125,729,709,39,566,84,977,EXC
2018,2011,81300905,3200,10017,1000185,CR,0,1,,S,S,2019-01-07,284,AN,0,0,1,0,0,2020-04-24,59959826,TC,0,1,2025-06-03,20180,20110,41,H,12,4,5,M,44,17,1,6,284,1,10,1,1,20250603,32,N,S,N,S,6,1,ITA,1,0,20190107,1,0,2,100,MC,4,CTR029416,1,1,1,1,0,N,0,N,0,0.0,1,S,8,870,398,S,1,35,866,898,2020-11-15,23,375,2020-07-01,180,1,647,690,2020-10-21,587,899,0,570,203,369,2020-03-16,947,49,635,2,213,0,S,910,369,1,174,Velit iusto.,62,809,122,940,S,172,0,910,930,696,Iste.,825,Quas unde minus consequatur dignissimos iusto.,3,917,817,2021-09-08,2021-09-18,700,500,S,876,0,121,846,363,623,340,329,629,COM
2015,2022,82493631,1200,10056,1000186,SD,1,1,,N,S,2019-08-27,331,NT,1,1,0,0,0,,59961498,TP,0,0,2025-06-03,20150,20220,34,M,2,5,55,M,50,56,26,12,331,4,4,1,2,20250603,12,S,S,N,N,1,0,COG,1,0,20190827,1,0,3,2600,MC,54,CTR034665,1,1,0,1,0,N,1,S,1,0.0,0,S,3,102,595,N,1,60,732,827,2023-08-09,220,480,2022-08-21,164,0,665,660,2020-12-03,739,280,0,532,857,143,2021-05-16,830,625,367,676,616,1,N,14,400,1,941,Cum.,947,760,757,247,S,936,1,764,343,343,At.,382,Repellat voluptate ipsam iste.,518,279,622,2023-05-13,2022-02-16,327,75,S,970,1,96,228,33,447,221,222,414,EXCF
2021,2011,61066203,3900,10058,1000187,TC,1,0,2023-06-12,N,S,2020-03-10,61,CO,0,0,1,1,0,,29246218,AS,0,0,2025-06-03,20210,20110,40,M,11,1,99,M,16,58,35,11,61,10,7,0,3,20250603,39,S,N,N,N,1,0,GIN,1,20230612,20200310,1,1,2,3500,PD,33,CTR059735,1,0,0,1,0,S,0,N,0,1347.0,1,S,8,789,864,S,0,607,705,392,2020-01-06,683,239,2020-10-14,785,0,785,876,2022-07-19,262,272,1,68,380,382,2021-04-20,642,387,221,510,745,0,S,471,512,0,164,Itaque.,513,940,97,883,N,164,1,436,108,976,Quas.,488,Fugiat quas cupiditate ex excepturi.,860,79,898,2020-06-29,2022-04-17,974,500,N,369,0,127,902,817,181,542,649,50,COM
2010,2011,94429826,1200,10048,1000188,PH,1,0,2021-05-23,N,N,2019-09-18,179,CO,0,0,1,0,0,,29314711,TP,1,0,2025-06-03,20100,20110,27,M,47,3,49,H,7,48,11,2,179,6,7,0,2,20250603,12,S,N,S,N,1,0,PRT,1,20210523,20190918,1,1,3,1100,PD,123,CTR025501,1,1,0,0,1,S,1,S,1,1375.0,0,S,1,818,652,N,1,165,93,160,2021-12-18,87,148,2022-02-15,872,0,481,445,2020-11-15,281,155,1,81,180,317,2023-03-17,151,437,453,736,252,0,N,801,114,0,994,Tenetur.,182,139,712,288,N,98,1,295,739,414,Enim.,340,Nesciunt illo temporibus excepturi id cumque.,160,473,828,2021-03-30,2022-01-26,373,390,N,454,0,840,82,636,838,622,804,361,ACT
2013,2010,78268756,3700,10085,1000189,TC,0,1,,N,S,2023-11-17,29,AP,1,1,1,1,0,,89628735,AS,1,0,2025-06-03,20130,20100,77,H,30,1,19,H,10,85,39,14,29,9,3,0,3,20250603,37,N,S,S,N,0,0,HND,1,0,20231117,1,0,2,3900,FI,62,CTR047806,1,1,0,1,1,N,0,N,0,0.0,1,S,5,552,908,N,0,84,209,202,2023-06-26,647,358,2020-04-09,654,0,411,481,2022-09-19,516,713,1,283,702,681,2021-12-26,797,785,191,198,799,1,S,207,733,1,415,Numquam quod.,927,908,497,74,N,132,1,615,873,499,Est.,490,Eum earum in perspiciatis.,559,85,30,2022-09-02,2022-10-30,105,978,N,737,1,904,115,393,884,242,319,77,EXCFC
2012,2015,59791674,2000,10047,1000190,PH,0,0,2020-09-13,S,N,2021-05-08,274,NP,0,0,1,0,0,,35002007,OT,0,0,2025-06-03,20120,20150,81,M,36,3,2,H,77,47,38,3,274,6,1,1,5,20250603,20,N,N,N,N,6,0,TUN,1,20200913,20210508,1,1,2,3800,PD,123,CTR081516,1,1,1,0,0,S,1,S,1,1151.0,0,S,5,646,343,N,1,123,132,205,2020-05-12,791,296,2023-10-18,170,0,824,589,2021-03-01,811,865,1,281,168,554,2021-06-30,613,172,121,432,341,0,N,23,878,1,6,Odio facilis.,736,371,5,473,S,231,1,937,299,170,Ad.,829,Vero corrupti officia libero tenetur.,34,393,356,2020-02-13,2020-12-12,227,793,S,237,0,333,1000,615,337,634,416,850,EXCFC
2011,2015,68501420,1700,10016,1000191,TP,1,1,2020-10-05,N,S,2021-01-23,196,AD,0,0,0,1,0,2020-07-14,916723,OT,0,1,2025-06-03,20110,20150,80,H,14,2,1,H,61,16,3,12,196,7,8,1,5,20250603,17,S,S,N,S,4,0,DEU,1,20201005,20210123,1,1,3,300,FP,141,CTR069692,1,1,0,1,1,S,0,N,0,1120.0,1,S,6,55,655,S,1,296,360,502,2021-08-28,677,39,2023-08-02,893,1,321,542,2020-04-26,678,633,0,767,361,77,2020-05-13,443,474,352,20,50,1,N,932,419,0,389,Minus hic.,472,217,700,276,S,139,1,618,186,734,Quis.,889,Incidunt laboriosam facere.,166,732,327,2021-10-08,2020-12-30,915,334,S,820,0,892,67,691,821,360,9,974,EXCHI
2024,2019,61310453,400,10028,1000192,SD,0,1,,N,N,2018-09-07,233,AD,0,0,1,0,0,,15060409,AS,1,1,2025-06-03,20240,20190,87,H,59,5,61,H,40,28,48,9,233,2,8,1,3,20250603,4,N,S,S,S,0,0,BRA,1,0,20180907,1,0,1,4800,MC,84,CTR046620,1,0,0,0,1,N,0,N,0,0.0,1,S,4,43,481,N,1,219,104,167,2022-08-07,27,261,2023-11-06,188,1,170,862,2020-06-21,542,358,1,243,459,326,2023-08-04,998,982,402,525,713,1,N,623,916,1,140,Magnam.,732,191,65,534,S,150,1,2,322,672,Nisi.,697,Sunt reprehenderit itaque aut fuga.,989,277,401,2022-01-01,2021-09-18,422,710,S,920,0,766,752,519,727,674,482,595,EXCS
2024,2010,34152669,5000,10078,1000193,TP,0,1,,N,S,2022-09-27,365,AN,0,0,1,1,0,2022-03-25,33214247,AS,0,1,2025-06-03,20240,20100,97,M,43,2,50,M,36,78,2,10,365,6,10,0,3,20250603,50,N,S,N,S,5,0,TWN,1,0,20220927,1,0,2,200,PD,73,CTR067352,1,1,0,1,1,N,0,N,0,0.0,0,S,1,24,150,S,0,267,587,612,2020-11-15,901,378,2020-09-03,99,1,487,366,2020-11-13,979,709,1,943,383,485,2023-07-05,735,30,129,245,86,1,S,554,227,0,638,Quibusdam.,234,110,716,179,S,346,1,140,785,779,Quis.,70,Nisi nostrum rem ad.,376,846,967,2020-09-26,2022-02-09,573,534,S,722,1,656,302,661,111,446,491,764,ACT
2011,2018,10988446,800,10071,1000194,PH,1,1,,S,S,2023-11-24,334,AD,0,0,0,1,0,,15601471,OT,1,1,2025-06-03,20110,20180,53,M,68,3,73,M,84,71,29,5,334,4,8,0,5,20250603,8,S,S,S,S,2,1,GRC,1,0,20231124,1,0,3,2900,FP,101,CTR033585,1,0,1,1,1,N,1,S,1,0.0,0,S,7,136,605,S,0,745,768,901,2023-01-11,634,276,2023-06-24,40,1,233,361,2020-08-02,951,990,1,186,130,331,2020-02-05,460,818,295,935,148,0,N,456,374,0,364,Ipsum.,37,665,699,949,N,756,0,832,596,806,Odit.,782,Facilis totam architecto quasi enim odio nobis.,742,389,863,2022-06-28,2023-09-14,74,283,S,842,1,825,24,962,591,102,973,187,SUS
2019,2010,8289024,2800,10076,1000195,PH,1,1,,S,N,2020-07-16,106,AP,1,1,0,1,0,,67447155,TP,1,0,2025-06-03,20190,20100,62,M,98,3,26,H,30,76,20,9,106,8,3,1,2,20250603,28,S,S,S,N,0,0,COL,1,0,20200716,1,0,2,2000,PD,123,CTR039362,1,1,1,0,0,N,1,S,1,0.0,0,S,4,380,396,N,0,876,322,640,2022-02-15,437,219,2022-12-17,692,0,506,423,2021-07-08,119,808,1,505,317,937,2021-07-06,92,768,272,532,942,0,S,343,472,0,845,Magnam.,427,61,850,406,N,259,0,48,230,810,Quo.,116,Ipsum ratione enim.,312,834,504,2023-03-30,2023-08-17,946,647,N,554,0,676,306,868,444,791,751,591,EXCS
2017,2014,10988446,4300,10017,1000196,PH,1,0,,N,N,2020-06-26,470,NP,0,0,1,1,0,2021-02-10,70890196,VI,1,1,2025-06-03,20170,20140,53,M,47,3,56,H,83,17,8,1,470,2,1,1,4,20250603,43,S,N,S,S,6,1,PRT,1,0,20200626,1,0,2,800,PR,86,CTR001661,1,1,0,0,1,N,0,N,0,0.0,0,S,8,670,2,S,0,254,10,950,2020-10-21,974,354,2023-05-08,172,0,495,577,2021-04-10,794,963,1,650,559,213,2020-04-28,955,737,158,143,12,1,N,820,462,1,779,Quam ut.,74,695,138,384,N,760,0,845,161,396,Unde.,107,Occaecati hic vitae rerum nemo ratione ducimus.,79,840,178,2021-08-10,2023-12-26,175,193,N,416,0,867,59,637,483,367,681,981,COM
2016,2015,70532309,1200,10047,1000197,CR,0,1,2023-12-26,S,S,2018-05-01,233,NT,1,1,1,0,0,2020-08-26,61310453,OT,0,0,2025-06-03,20160,20150,54,M,83,4,87,H,54,47,34,8,233,5,4,0,5,20250603,12,N,S,N,N,2,0,BEL,1,20231226,20180501,1,1,2,3400,FP,121,CTR096789,1,0,1,1,1,S,0,N,0,1447.0,1,S,5,370,612,N,0,403,823,215,2022-04-24,521,763,2023-04-02,44,1,767,77,2023-05-04,457,236,0,872,940,587,2020-11-17,96,120,836,970,585,0,S,973,959,0,311,Temporibus.,731,982,665,149,S,446,0,71,151,521,Quae.,684,Sequi esse enim minus modi.,400,716,909,2021-03-30,2022-04-10,504,124,S,848,1,891,519,568,105,807,745,318,EXCFC
